,title,description,awards,genre,book_id,language_code,num_pages,author,number_of_ratings,rating,publisher,year,text_reviews_count,Movie
1111,Hamlet,"Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come.",2,['Classics'],1420,English,289pages,William Shakespeare,727866,4.02, Cambridge University Press,August1st2005,12770,yes
1112,LiveandLetDie,"""Her hair was black and fell to her shoulders. She had high cheekbones and a sensual mouth, and wore a dress of white silk. Her eyes were blue, alight and disdainful, but, as they gazed into his with a touch of humour, Bond realized that they contained a message. Solitaire watched his eyes on her and nonchalantly drew her forearms together so that the valley between her breasts deepened. The message was unmistakable.""  Beautiful, fortune-telling Solitaire is the prisoner (and tool) of Mr Big—master of fear, artist in crime and Voodoo Baron of Death. James Bond has no time for superstition—he knows that this criminal heavy hitter is also a top SMERSH operative and a real threat. More than that, after tracking him through the jazz joints of Harlem, to the everglades and on to the Caribbean, 007 has realized that Big is one of the most dangerous men that he has ever faced. And no-one, not even the mysterious Solitaire, can be sure how their battle of wills is going to end…",0,['Fiction'],3763,English,229pages,Ian Fleming,25838,3.64, Penguin Group,May27th2003,1560,yes
1113,"DragonBall,Vol.1:TheMonkeyKing","Before there was Dragon Ball Z, there was Akira Toriyama's action epic Dragon Ball, starring the younger version of Son Goku and all the other Dragon Ball Z heroes! Meet a naive young monkey-tailed boy named Goku, whose quiet life changes when he meets Bulma, a girl who is on a quest to collect seven ""Dragon Balls."" If she gathers them all, an incredibly powerful dragon will appear and grant her one wish. But the precious orbs are scattered all over the world, and Bulma needs Goku's help (and his super-strength)! With a magic staff for a weapon and a flying cloud for a ride, Goku sets out on the adventure of a lifetime...",0,['Sequential Art'],969275,English,192pages,Akira Toriyama,37027,4.44," VIZ Media, LLC",March12th2003,520,yes
1114,TheRiseandFalloftheThirdReich:AHistoryofNaziGermany,"Hitler boasted that The Third Reich would last a thousand years. It lasted only 12. But those 12 years contained some of the most catastrophic events Western civilization has ever known.No other powerful empire ever bequeathed such mountains of evidence about its birth and destruction as the Third Reich. When the bitter war was over, and before the Nazis could destroy their files, the Allied demand for unconditional surrender produced an almost hour-by-hour record of the nightmare empire built by Adolph Hitler. This record included the testimony of Nazi leaders and of concentration camp inmates, the diaries of officials, transcripts of secret conferences, army orders, private letters—all the vast paperwork behind Hitler's drive to conquer the world.The famed foreign correspondent and historian William L. Shirer, who had watched and reported on the Nazis since 1925, spent five and a half years sifting through this massive documentation. The result is a monumental study that has been widely acclaimed as the definitive record of one of the most frightening chapters in the history of mankind.This worldwide bestseller has been acclaimed as the definitive book on Nazi Germany; it is a classic work.The accounts of how the United States got involved and how Hitler used Mussolini and Japan are astonishing, and the coverage of the war-from Germany's early successes to her eventual defeat-is must reading",2,['History'],767171,English,1614pages,William L. Shirer,100827,4.17, Simon & Schuster,November15th1990,2902,yes
1115,BastardOutofCarolina,"Greenville County, South Carolina, is a wild, lush place that is home to the Boatwright family—a tight-knit clan of rough-hewn, hard-drinking men who shoot up each other's trucks, and indomitable women who get married young and age too quickly. At the heart of this story is Ruth Anne Boatwright, known simply as Bone, a bastard child who observes the world around her with a mercilessly keen perspective. When her stepfather Daddy Glen, ""cold as death, mean as a snake,"" becomes increasingly more vicious toward her, Bone finds herself caught in a family triangle that tests the loyalty of her mother, Anney—and leads to a final, harrowing encounter from which there can be no turning back.",2,['Fiction'],25354,English,320pages,Dorothy Allison,38805,4.12, Plume,September6th2005,2767,yes
1116,TheRobe,"A Roman soldier, Marcellus, wins Christ's robe as a gambling prize. He then sets forth on a quest to find the truth about the Nazarene's robe-a quest that reaches to the very roots and heart of Christianity and is set against the vividly limned background of ancient Rome. Here is a timeless story of adventure, faith, and romance, a tale of spiritual longing and ultimate redemption.",0,['Historical'],219919,English,528pages,Lloyd C. Douglas,23132,4.22, Mariner Books,April7th1999,1181,yes
1117,"FruitsBasket,Vol.18",,0,['Sequential Art'],271244,English,200pages,Natsuki Takaya,11377,4.46, TokyoPop,November13th2007,148,yes
1118,ReachfortheSky,,0,['Biography'],3143383,English,336pages,Paul Brickhill,1120,4.3, Ballantine Books,1967,84,yes
1119,TheFaultinOurStars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.",29,['Young Adult'],11870085,English,313pages,John Green,3536408,4.21, Dutton Books,January10th2012,155389,yes
1120,OutofSight,"Before there was Raylan, there was Sisco... U.S. Marshal Karen Sisco is on the hunt for world-class gentleman felon Jack Foley in Out of Sight, New York Times bestselling author Elmore Leonard’s sexy thriller that moves from Miami to the Motor City.Based on Miami, Florida's Gold Coast, U.S. Marshal Karen Sisco isn’t about to let a expert criminal like Jack Foley successfully bust out of Florida's Glades Prison. But there’s a major score waiting for him in Detroit, and a shotgun-wielding marshal isn’t going to stop Foley from getting it.Neither counted on sharing a cramped car trunk—or on a sizzling chemistry that’s working overtime. As soon as Sisco escapes, Foley is already missing her.Sisco can’t forget Foley either—and she isn’t about to let him go. Too bad the next time their paths cross, it’s going to be about business, not pleasure.",1,['Fiction'],288962,English,368pages,Elmore Leonard,10391,3.93, HarperTorch,July30th2002,424,yes
1121,TheChamber,"In the corridors of Chicago's top law firm: Twenty -six-year-old Adam Hall stands on the brink of a brilliant legal career. Now he is risking it all for a death-row killer and an impossible case.Maximum Security Unit, Mississippi State Prison: Sam Cayhall is a former Klansman and unrepentant racist now facing the death penalty for a fatal bombing in 1967. He has run out of chances -- except for one: the young, liberal Chicago lawyer who just happens to be his grandson.While the executioners prepare the gas chamber, while the protesters gather and the TV cameras wait, Adam has only days, hours, minutes to save his client. For between the two men is a chasm of shame, family lies, and secrets -- including the one secret that could save Sam Cayhall's life... or cost Adam his.--back cover",0,['Fiction'],5355,English,632pages,John Grisham,126816,3.8, Delta Trade Paperbacks,6-Jan,1719,yes
1122,DarklyDreamingDexter,"Meet Dexter Morgan, a polite wolf in sheep's clothing. He's handsome and charming, but something in his past has made him abide by a different set of rules. He's a serial killer whose one golden rule makes him immensely likeable: he only kills bad people. And his job as a blood splatter expert for the Miami police department puts him in the perfect position to identify his victims. But when a series of brutal murders bearing a striking similarity to his own style start turning up, Dexter is caught between being flattered and being frightened—of himself or some other fiend.",4,['Fiction'],17231,English,288pages,Jeff Lindsay,189261,3.89, Vintage Books,September19th2006,6452,yes
1123,TheWaterisWide,"The island is nearly deserted, haunting, beautiful. Across a slip of ocean lies South Carolina. But for the handful of families on Yamacraw Island, America is a world away. For years the people here lived proudly from the sea, but now its waters are not safe. Waste from industry threatens their very existence–unless, somehow, they can learn a new life. But they will learn nothing without someone to teach them, and their school has no teacher.Here is PAT CONROY’S extraordinary drama based on his own experience–the true story of a man who gave a year of his life to an island and the new life its people gave him.",1,['Autobiography'],129947,English,310pages,Pat Conroy,20096,4.12, Dial Press Trade Paperback,March26th2002,1522,yes
1124,MaryPoppins,"By P.L. Travers, the author featured in the major motion picture, Saving Mr. Banks. From the moment Mary Poppins arrives at Number Seventeen Cherry-Tree Lane, everyday life at the Banks house is forever changed. It all starts when Mary Poppins is blown by the east wind onto the doorstep of the Banks house. She becomes a most unusual nanny to Jane, Michael, and the twins. Who else but Mary Poppins can slide up banisters, pull an entire armchair out of an empty carpetbag, and make a dose of medicine taste like delicious lime-juice cordial? A day with Mary Poppins is a day of magic and make-believe come to life!",1,['Classics'],152380,English,209pages,P.L. Travers,114462,4.02, HMH Books for Young Readers,June1st2006,5434,yes
1125,"TheLeagueofExtraordinaryGentlemen,Vol.1","London, 1898. The Victorian Era draws to a close and the twentieth century approaches. It is a time of great change and an age of stagnation, a period of chaste order and ignoble chaos. It is an era in need of champions.In this amazingly imaginative tale, literary figures from throughout time and various bodies of work are brought together to face any and all threats to Britain. Allan Quatermain, Mina Murray, Captain Nemo, Dr. Henry Jekyll and Edward Hyde and Hawley Griffin (the Invisible Man) form a remarkable legion of intellectual aptitude and physical prowess: The League of Extraordinary Gentlemen.",2,['Sequential Art'],297627,English,192pages,Alan Moore,48742,3.94, America's Best Comics,October1st2002,1466,yes
1126,Jarhead:AMarine'sChronicleOfTheGulfWarAndOtherBattles,"Anthony Swofford's ""Jarhead"" is the first Gulf War memoir by a frontline infantry marine, and it is a searing, unforgettable narrative.When the marines -- or ""jarheads,"" as they call themselves -- were sent in 1990 to Saudi Arabia to fight the Iraqis, Swofford was there, with a hundred-pound pack on his shoulders and a sniper's rifle in his hands. It was one misery upon another. He lived in sand for six months, his girlfriend back home betrayed him for a scrawny hotel clerk, he was punished by boredom and fear, he considered suicide, he pulled a gun on one of his fellow marines, and he was shot at by both Iraqis and Americans. At the end of the war, Swofford hiked for miles through a landscape of incinerated Iraqi soldiers and later was nearly killed in a booby-trapped Iraqi bunker.Swofford weaves this experience of war with vivid accounts of boot camp (which included physical abuse by his drill instructor), reflections on the mythos of the marines, and remembrances of battles with lovers and family. As engagement with the Iraqis draws closer, he is forced to consider what it is to be an American, a soldier, a son of a soldier, and a man.Unlike the real-time print and television coverage of the Gulf War, which was highly scripted by the Pentagon, Swofford's account subverts the conventional wisdom that U.S. military interventions are now merely surgical insertions of superior forces that result in few American casualties. ""Jarhead"" insists we remember the Americans who are in fact wounded or killed, the fields of smoking enemy corpses left behind, and the continuing difficulty that American soldiers have reentering civilian life.A harrowing yet inspiring portrait of atormented consciousness struggling for inner peace, ""Jarhead"" will elbow for room on that short shelf of American war classics that includes Philip Caputo's ""A Rumor of War"" and Tim O'Brien's ""The Things They Carried,"" and be admired not only for the raw beauty of its prose but also for the depth of its pained heart.",1,['Nonfiction'],907970,English,261pages,Anthony Swofford,8885,3.66," Scribner/Simon & Schuster, Inc.",February25th2003,608,yes
1127,Cleopatra:ALife,"The Pulitzer Prize-winning biographer brings to life the most intriguing woman in the history of the world: Cleopatra, the last queen of Egypt.Her palace shimmered with onyx, garnets, and gold, but was richer still in political and sexual intrigue. Above all else, Cleopatra was a shrewd strategist and an ingenious negotiator.Though her life spanned fewer than forty years, it reshaped the contours of the ancient world. She was married twice, each time to a brother. She waged a brutal civil war against the first when both were teenagers. She poisoned the second. Ultimately she dispensed with an ambitious sister as well; incest and assassination were family specialties. Cleopatra appears to have had sex with only two men. They happen, however, to have been Julius Caesar and Mark Antony, among the most prominent Romans of the day. Both were married to other women. Cleopatra had a child with Caesar and–after his murder–three more with his protégé. Already she was the wealthiest ruler in the Mediterranean; the relationship with Antony confirmed her status as the most influential woman of the age. The two would together attempt to forge a new empire, in an alliance that spelled their ends. Cleopatra has lodged herself in our imaginations ever since.Famous long before she was notorious, Cleopatra has gone down in history for all the wrong reasons. Shakespeare and Shaw put words in her mouth. Michelangelo, Tiepolo, and Elizabeth Taylor put a face to her name. Along the way, Cleopatra’s supple personality and the drama of her circumstances have been lost. In a masterly return to the classical sources, Stacy Schiff here boldly separates fact from fiction to rescue the magnetic queen whose death ushered in a new world order. Rich in detail, epic in scope, Schiff ‘s is a luminous, deeply original reconstruction of a dazzling life.",2,['History'],7968243,English,369pages,Stacy Schiff,99779,3.68," Little, Brown and Company",November1st2010,5220,yes
1128,Nighty-Nightmare,"An overnight camping trip! Not Harold's idea of fun. Too many mosquitoes, ticks and cockleburs. But when the Monroe family set out, their faithful dog Harold was with them, mostly because he remembered that camping could also bring s'mores and toasted marshmallows. Howie, the other family dog, and Chester the cat were also included in the trip. Only Chester thought the idea was completely insane. The woods, he informed Harold, were not only full of cockleburs and ticks, but of spirits, evil spirits who prey on the innocent. And on this, the worst night of the year -- St. George's Eve, when all spirits are set loose -- who knew what could happen. What Harold knew was that Chester was a well read, over-stimulated cat, full of weird ideas. He did not take Chester's worries too seriously. He had s'more to think about. But then, the Monroes set up camp near two strange men and their even stranger dog, and things began to happen that made even Harold wonder. Could Chester be right?This begins a long night, full of terrors and alarms, full of Chester's horrifying tale of how Bunnicula, the vampire bunny, was born and came to America, full of storms and a total sense of danger; and at the end came surprises that even Chester could not have predicted.Once again, the Monroe family may be the victims of evil forces or only of Chester's strange imagination. But whichever, the result is suspenseful and very, very funny.",0,['Childrens'],291894,English,122pages,James Howe,3561,3.95, Aladdin Paperbacks,August1st1997,118,yes
1129,Meg,"On a top-secret dive into the Pacific Ocean's deepest canyon, Jonas Taylor found himself face-to-face with the largest and most ferocious predator in the history of the animal kingdom. The sole survivor of the mission, Taylor is haunted by what he's sure he saw but still can't prove exists--Carcharodon megalodon, the massive mother of the great white shark. The average prehistoric Meg weighs in at twenty tons and could tear apart a Tyrannosaurus rex in secondsWritten off as a crackpot suffering from post-traumatic stress disorder, Taylor refuses to forget the depths that nearly cost him his life. With a Ph.D. in paleontology under his belt, Taylor spends years theorizing, lecturing, and writing about the possibility that Meg still feeds at the deepest levels of the sea. But it takes an old friend in need to get him to return to the water, and a hotshot female submarine pilot to dare him back into a high-tech miniature sub.Diving deeper than he ever has before, Taylor will face terror like he's never imagined, and what he finds could turn the tides bloody red until the end of time.",0,['Horror'],40931542,English,349pages,Steve Alten,17830,3.75, Gere Donovan Press; 3 edition,August17th2011,1541,yes
1130,TheMemoryKeeper'sDaughter,"On a winter night in 1964, Dr. David Henry is forced by a blizzard to deliver his own twins. His son, born first, is perfectly healthy. Yet when his daughter is born, he sees immediately that she has Down's Syndrome. Rationalizing it as a need to protect Norah, his wife, he makes a split-second decision that will alter all of their lives forever. He asks his nurse to take the baby away to an institution and never to reveal the secret. But Caroline, the nurse, cannot leave the infant. Instead, she disappears into another city to raise the child herself. So begins this story that unfolds over a quarter of a century - in which these two families, ignorant of each other, are yet bound by the fateful decision made that long-ago winter night. Norah Henry, who knows only that her daughter died at birth, remains inconsolable; her grief weighs heavily on their marriage. And Paul, their son, raises himself as best he can, in a house grown cold with mourning. Meanwhile, Phoebe, the lost daughter, grows from a sunny child to a vibrant young woman whose mother loves her as fiercely as if she were her own.",0,['Fiction'],10441,English,401pages,Kim Edwards,559507,3.67, Penguin Books,May30th2006,19317,yes
1131,"Martians,GoHome","THEY WERE GREENTHEY WERE LITTLETHEY WEREBALD AS BILLIARD BALLSAND THEY WERE EVERYWHERE Luke Devereaux was a science-fiction writer, holed up in o desert shack waiting for inspiration. He was the first man to see a Martian...but he wasn't the last!It was estimated that a billion of them had arrived one to every three human beings on Earth —obnoxious green creatures who could be seen and heard, but not harmed and who probed private sex lives as shamelessly as they probed government secrets.No one knew why they had come. No one knew how to make them go away—except, perhaps, Luke Devereaux. Unfortunately Devereaux was going slightly bananas, so it wouldn't be easy.But for a science-fiction writer nothing was impossible...",0,['Science Fiction'],882936,English,162pages,Fredric Brown,1854,3.76, Ballantine Books,September12th1981,153,yes
1132,"IfYou'reReadingThis,It'sTooLate","Beware!Dangerous secrets lie between the pages of this book.OK, I warned you. But if you think I'll give anything away, or tell you that this is the sequel to my first literary endeavor, The Name of This Book is Secret, you're wrong.I'm not going to remind you of how we last left our heroes, Cass and Max-Ernest, as they awaited intiation into the mysterious Terces Society, or the ongoing fight against the evil Dr. L and Ms. Mauvais. I certainly won't be telling you about how the kids stumble upon the Museum of Magic, where they finally meet the amazing Pietro!Oh, blast! I've done it again. Well, at least I didn't tell you about the missing Sound Prism, the nefarious Lord Pharaoh, or the mysterious creature born in a bottle over 500 years ago, the key to the biggest secret of all.I really can't help myself, now can I? Let's face it - if you're reading this, it's too late.",0,['Mystery'],3359940,English,385pages,Pseudonymous Bosch,23279,4.23," Little, Brown Books for Young Readers",October1st2008,994,yes
1133,EvenCowgirlsGettheBlues,"Starring Sissy Hankshaw--flawlessly beautiful, almost. A small-town girl with big-time dreams and a quirk to match--hitchhiking her way into your heart, your hopes, and your sleeping bags...Featuring Bonanza Jellybean and the smooth-riding cowgirls of Rubber Rose Ranch. Chink, lascivious guru of yams and yang. Julian, Mohawk by birth; asthmatic esthete and husband by disposition. Dr. Robbins, preventive psychiatrist and reality instructor...Follow Sissy's amazing odyssey from Virginia to chic Manhattan to the Dakota Badlands, where FBI agents, cowgirls, and ecstatic whooping cranes explode in a deliciously drawn-out climax...""This is one of those special novels--a piece of working magic, warm, funny, and san--that you just want to ride off into the sunset with.""--Thomas Pynchon""The best fiction, so far, to come out of the American counterculture.""-- ""Chicago Tribune Book World""",1,['Fiction'],7572,English,366pages,Tom Robbins,49434,3.76, No Exit Press,October11th2001,1832,yes
1134,RitaHayworthandShawshankRedemption:AStoryfromDifferentSeasons,,0,['Fiction'],39664,English,181pages,Stephen King,21831,4.52, Thorndike Press,1982,1390,yes
1135,TheReader,"Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany.When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his lover—then she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.",7,['Fiction'],101299,English,216pages,Bernhard Schlink,170367,3.76, Pantheon,June26th1997,10190,yes
1136,AGoodYear,"The writer with a claim to being the world's foremost literary escape artist is back, with an intoxicating novel about the business and pleasure of wine, set in his beloved Provence.Max Skinner has recently lost his job at a London financial firm and just as recently learned that he has inherited his late uncle's vineyard in Provence. On arrival he finds the climate delicious, the food even better, and two of the locals ravishing. Unfortunately, the wine produced on his new property is swill. Why then are so many people interested in it? Enter a beguiling Californian who knows more about wine than Max does – and may have a better claim to the estate. Fizzy with intrigue, bursting with local color and savor, A Good Year is Mayle at his most entertaining.",0,['Fiction'],40190,English,287pages,Peter Mayle,7857,3.67, Vintage,October3rd2006,837,yes
1137,EightofJacks,"The debut novel of both Lieutenant Dominica Vasquez, of DCPJ, and Rayna Salinger, a brilliant computer hacker with no memory of her past.",0,[],12690450,Unavailable,Unavailable,T.D. McMichael,13,4.23, Magnus Corner Books,September21st2011,2,yes
1138,Alien,,0,['Science Fiction'],35125,English,270pages,Alan Dean Foster,17500,4.09, Grand Central Publishing,March29th1979,447,yes
1139,Refugee,"Three different kids.One mission in common: ESCAPE.Josef is a Jewish boy in 1930s Nazi Germany. With the threat of concentration camps looming, he and his family board a ship bound for the other side of the world…Isabel is a Cuban girl in 1994. With riots and unrest plaguing her country, she and her family set out on a raft, hoping to find safety and freedom in America…Mahmoud is a Syrian boy in 2015. With his homeland torn apart by violence and destruction, he and his family begin a long trek toward Europe…All three young people will go on harrowing journeys in search of refuge. All will face unimaginable dangers–from drownings to bombings to betrayals. But for each of them, there is always the hope of tomorrow. And although Josef, Isabel, and Mahmoud are separated by continents and decades, surprising connections will tie their stories together in the end.",5,['Historical'],33118312,Unavailable,352pages,Alan Gratz,34041,4.47, Scholastic ,July25th2017,5898,yes
1140,Congo,"Deep in the African rain forest, near the legendary ruins of the Lost City of Zinj, an expedition of eight American geologists is mysteriously and brutally killed in a matter of minutes.Ten thousand miles away, Karen Ross, the Congo Project Supervisor, watches a gruesome video transmission of the aftermath: a camp destroyed, tents crushed and torn, equipment scattered in the mud alongside dead bodies — all motionless except for one moving image — a grainy, dark, man-shaped blur.In San Francisco, primatologist Peter Elliot works with Amy, a gorilla with an extraordinary vocabulary of 620 “signs,” the most ever learned by a primate, and she likes to fingerpaint. But recently, her behavior has been erratic and her drawings match, with stunning accuracy, the brittle pages of a Portuguese print dating back to 1642 . . . a drawing of an ancient lost city. A new expedition — along with Amy — is sent into the Congo where they enter a secret world, and the only way out may be through a horrifying death …source: michaelcrichton.com",1,['Fiction'],7672,English,442pages,Michael Crichton,158866,3.6, Avon Books,October28th2003,2148,yes
1141,ThePerksofBeingaWallflower,"standing on the fringes of life...offers a unique perspective. But there comes a time to seewhat it looks like from the dance floor.This haunting novel about the dilemma of passivity vs. passion marks the stunning debut of a provocative new voice in contemporary fiction: The Perks of Being A WALLFLOWERThis is the story of what it's like to grow up in high school. More intimate than a diary, Charlie's letters are singular and unique, hilarious and devastating. We may not know where he lives. We may not know to whom he is writing. All we know is the world he shares. Caught between trying to live his life and trying to run from it puts him on a strange course through uncharted territory. The world of first dates and mixed tapes, family dramas and new friends. The world of sex, drugs, and The Rocky Horror Picture Show, when all one requires is that the perfect song on that perfect drive to feel infinite.Through Charlie, Stephen Chbosky has created a deeply affecting coming-of-age story, a powerful novel that will spirit you back to those wild and poignant roller coaster days known as growing up.(back cover)",0,['Young Adult'],22628,English,213pages,Stephen Chbosky,1246147,4.2, MTV Books/Pocket Books,Feb-99,57592,yes
1142,"FruitsBasket,Vol.12","With the beginning of the school year approaching, the gang returns from summer break--and what a vacation indeed! A new student council has been assembled, with two new secretaries: Naohito, who has declared himself Yuki's rival, and Kimi, who is known as a devil woman--and a thief of men's hearts. Later, when Tohru goes to see her grandfather, he brings up a part of Tohru's past that she had tried to shut away. And with a parent-teacher conference on the horizon, Mayuko gives Shigure some good advice.",0,['Sequential Art'],244813,English,206pages,Natsuki Takaya,12973,4.44, Tokyopop,December13th2005,168,yes
1143,APrincessofMars,"A Princess of Mars is the first of eleven thrilling novels that comprise Edgar Rice Burroughs' most exciting saga, known as The Martian Series. It's the beginning of an incredible odyssey in which John Carter, a gentleman from Virginia and a Civil War veteran, unexpectedly finds himself on to the red planet, scene of continuing combat among rival tribes. Captured by a band of six-limbed, green-skinned savage giants called Tharks, Carter soon is accorded all the honor of a chieftain after it's discovered that his muscles, accustomed to Earth's greater gravity, now give him a decided advantage in strength. And when his captors take as prisoner Dejah Thoris, the lovely human-looking princess of the city of Helium, Carter must call upon every ounce of strength, courage, and ingenuity to rescue her-before Dejah becomes the slave of the depraved Thark leader, Tal Hajus!Excerpt:Her oval face was beautiful in the extreme, her every feature finely chisled and exquisite, her eyes large and lustrous and her head surmounted by a mass of coal black, waving hair, caught loosely into a strange yet becoming coiffure. Similar in face and figure to women of Earth, she was nevertheless a true Martian--and prisoner of the fierce green giants who held me captive, as well!",0,['Science Fiction'],40395,English,186pages,Edgar Rice Burroughs,50621,3.81, Penguin Books,January30th2007,3570,yes
1144,ThePowerofMyth,"The Power Of Myth launched an extraordinary resurgence of interest in Joseph Campbell and his work. A preeminent scholar, writer, and teacher, he has had a profound influence on millions of people. To him, mythology was the ""song of the universe, the music of the spheres."" With Bill Moyers, one of America's most prominent journalists, as his thoughtful and engaging interviewer, The Power Of Myth touches on subjects from modern marriage to virgin births, from Jesus to John Lennon, offering a brilliant combination of intelligence and wit.",0,['Nonfiction'],35519,English,320pages,Joseph Campbell,44128,4.26, Anchor,June1st1988,1791,yes
1145,TheZahir,"The narrator of  The Zahir  is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years, Esther, is a war correspondent who has disappeared along with a friend, Mikhail, who may or may not be her lover.Was Esther kidnapped, murdered, or did she simply escape a marriage that left her unfulfilled? The narrator doesn’t have any answers, but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love, the narrator discovers something unexpected about himself.",0,['Fiction'],1427,English,336pages,Paulo Coelho,68881,3.57, HarperOne,July3rd2006,3313,yes
1146,ThePillarsoftheEarth,"Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century; the place feudal England; and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape. Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder; Aliena, the ravishingly beautiful noblewoman; Philip, the prior of Kingsbridge; Jack, the artist in stone; and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life.The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king.For the Movie tie-in edition with the same ISBN go to this Alternate Cover Edition",0,['Historical'],5043,English,976pages,Ken Follett,645848,4.32, NAL Trade,February4th2002,31216,yes
1147,TheHunchbackofNotre-Dame,"This extraordinary historical novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the hunchback; Esmeralda, the gypsy dancer; and Claude Frollo, the priest tortured by the specter of his own damnation. Shaped by a profound sense of tragic irony, it is a work that gives full play to Victor Hugo's brilliant historical imagination and his remarkable powers of description.",0,['Classics'],30597,English,510pages,Victor Hugo,170709,3.99, Signet Classics,April10th2001,4970,yes
1148,LegendoftheGuardians:TheOwlsofGa'hoole,"This box set contains the first three books by Kathryn Lasky, which are the basis of the animated movie, Legend of the Guardians: The Owls of Ga'Hoole. The Capture, Book One. Soren is born in the forest of Tyto, a tranquil kingdom where the Barn Owls dwell. But evil lurks in the owl world, and Soren is captured and imprisoned in a dark canyon where there is a mysterious school. It's called an orphanage, but Soren believes it's something far worse. He and his new friend, the clever and scrappy Gylfie, know that the only way out is up. To escape, they will need to do something these fledglings have never done before--fly. And so begins a magical journey. Along the way, Soren and Gylfie meet Twilight and Digger. The four owls band together to seek the truth, be reunited with their families, and protect the owl world from a great danger. The Journey, Book Two. It began as a dream, a quest for the Great Ga'Hoole Tree, a mythic place where an order of owls rises each night to perform noble deeds. There, Soren, Gylfie, Twilight, and Digger hope to find inspiration to fight the evil that dwells in the owl kingdom. The journey is long and harrowing. When Soren and his friends finally arrive at the Great Ga'Hoole Tree, they face challenges they never imagined. If they can learn from their leaders and from one another, they will become true Ga'Hoolian owls: honest and brave, wise and true. The Rescue, Book Three. Ever since Soren was kidnapped, he has longed to see his sister, Eglantine. Now, Eglantine is back is Soren's life, but she's been through an ordeal too terrible for words. At the same time, Soren's mentor, Ezylryb, has mysteriously disappeared and may be in danger. Something deep within Soren tells him there is a connection between these mysterious events. To rescue Ezylryb, Soren must face a force more dangerous than anything that even the evil rulers of the owl orphanage could have devised.",0,['Fantasy'],8728427,English,14pages,Kathryn Lasky,1956,4.1, Blackstone Audiobooks,August15th2010,133,yes
1149,TheWoods,,0,['Mystery'],43931,English,404pages,Harlan Coben,73268,4.05, Dutton Adult,April17th2007,4264,yes
1150,Appaloosa,,0,['Westerns'],297478,English,320pages,Robert B. Parker,7010,3.98, G.P. Putnam's Sons,June6th2006,627,yes
1151,TheThinMan,,0,['Mystery'],80616,English,201pages,Dashiell Hammett,28020,3.95, Vintage Crime/Black Lizard,July17th1989,Unavailable,yes
