,average_rating,author_id,text_reviews_count,name,ratings_count
47884,4.13,190133,20,David L. Fleming,101
47885,3.29,384615,5,Robert Bruno,24
47886,3.87,2805059,71,Tom Vowler,285
47887,3.77,6527777,313,Sara Hubbard,2919
47888,4.02,287385,19,Alain Besancon,211
47889,4.25,4563746,15,Mona Antohi,135
47890,4.14,2264245,6,Sorin Antohi,58
47891,3.35,13906750,26,Alicia Wild,195
47892,3.12,8137511,11,Marco Ghizzoni,41
47893,4.00,6455438,4,Ken Varnold,14
47894,3.67,78230,155,Gina Barreca,710
47895,3.76,8137512,365,Rachel Medhurst,2095
47896,3.79,21356,57,Jill Nelson,561
47897,4.06,661139,31,Alison Shaw,227
47898,3.80,253936,5,Flores Alexander Forbes,44
47899,4.02,3993111,7,Ron Daniels,61
47900,3.82,796730,48,Frank Moss,257
47901,4.17,45973,141,Derrick A. Bell,1911
47902,4.09,912770,12,Claude Andrew Clegg III,103
47903,3.81,182699,5,Katheryn K. Russell,47
47904,4.12,7797,76,Patricia J. Williams,875
47905,3.77,26407,304,Stanley Crouch,3640
47906,4.01,10331,1115,Ishmael Reed,21863
47907,3.89,7152994,5,Arthur Doye,36
47908,3.65,520003,144,L.J. Davis,941
47909,4.06,6448959,11,Fusun Elioglu,83
47910,4.12,2298175,21,Erika Leigh,261
47911,4.00,11060,280,Jill Elizabeth Nelson,1618
47912,4.24,513414,4,Peter Comley,17
47913,4.00,14098838,1,Jessica Lauren Ball,1
47914,3.78,6007140,62,Leon Williams,158
47915,3.73,3462055,100,Colin Mace,294
47916,4.00,16291828,1,Lauren Lefkow,1
47917,3.67,1271336,412,Anna Bentinck,1092
47918,3.85,4627347,76,Tessa Stokes,580
47919,4.67,2986001,1,Janine Harrington,9
47920,4.18,5095502,114,RaeBeth McGee-Buda,270
47921,3.70,163073,204,L.E. Blair,5380
47922,3.94,112802,457,Paul Kane,3075
47923,4.59,6511830,17,Darren Darker,29
47924,4.37,5817325,156,Melissa Ringsted,501
47925,4.54,2337772,87,Jodi Stone,144
47926,3.84,7031884,12,Susan Burdof,32
47927,3.77,6557863,32,Nickie Anderson,57
47928,4.42,7031886,49,Crystal Clifton,100
47929,3.68,7031887,49,Jennifer Bull,183
47930,3.99,6887085,58,Emily Fogle,122
47931,4.18,7031888,73,Leah D.W.,205
47932,3.88,7031883,12,Marissa Hartman,33
47933,3.85,6469080,796,Alicia Michaels,5743
47934,3.84,7060898,12,Sarah D. Myers,32
47935,4.09,7337871,35,Eric   White,66
47936,3.54,5555152,7,Frederick Tristan,56
47937,4.21,8089,115,Hank Wesselman,1339
47938,4.27,3911334,2,Jill   Kuykendall,59
47939,3.58,2957666,99,Sandra Hyatt,953
47940,3.91,4861034,27,Grayson Reyes-Cole,211
47941,3.84,14592566,20,Samantha Kate,62
47942,3.96,13608762,15,Ryan Brooks,121
47943,4.20,6446018,27,Tim Flanders,285
47944,4.26,133733,41,David Beresford,580
47945,3.91,23992,497,Peter Maas,9524
47946,3.81,30032,507,Justine Davis,5627
47947,4.10,443828,32,Betty D. Boegehold,236
47948,4.25,3158756,1,Theodor Krancke,4
47949,4.60,447814,4,Fu-Ding Cheng,10
47950,4.11,2634898,8,Jacob Scheier,37
47951,4.23,7142033,22,Arnaldo Massato Oka,235
47952,4.17,359874,6,Tilde Stuart,46
47953,4.17,3371118,28,Aind Rend,328
47954,4.08,6473254,52,Kristal Stittle,416
47955,3.66,858957,81,Margherita Hack,796
47956,3.50,7025468,2,Bianca Pauluzzi,4
47957,3.78,809148,1031,Jeff Somers,9192
47958,3.80,163046,13,Johann Joachim Winckelmann,428
47959,3.12,2820129,1,Ludwig Uhlig,8
47960,4.83,7007554,3,Karen Kosman,6
47961,4.06,581317,642,Kathi Macias,1958
47962,4.60,7409111,92,Anne Baxter Campbell,266
47963,3.71,4608039,15,Michael J. Crotty,136
47964,4.37,370435,49,Sawako Nakayasu,489
47965,3.08,3084341,1,Sergio Leo,24
47966,4.34,1069777,28,M. Raymond,275
47967,4.14,134011,195,Robert Hollander,1955
47968,4.15,192928,192,Jean Hollander,1906
47969,3.76,398781,265,Bill Everett,1942
47970,3.83,133287,357,George Tuska,3065
47971,4.25,426892,272,Mpho Tutu,1577
47972,3.67,5831361,186,Raquel Corcoles,1648
47973,3.65,8368341,52,Carlos Carrero,416
47974,3.80,174528,1319,Peter Temple,11351
47975,3.86,806090,92,Tadashi Kawashima,2366
47976,3.51,15817096,12,Avarice Rose,51
47977,3.76,5754385,159,Felice Fox,470
47978,2.33,16028702,3,Karl Nordenstorm,3
47979,4.35,15398144,11,Mindfulness Training,17
47980,3.76,14090288,5,Masuri S.N.,17
47981,4.02,1761300,15,Joseph O'Loughlin,45
47982,3.95,376497,431,Katie Flynn,5807
47983,4.00,1745695,1,Raul Alberto Garcia,5
47984,4.43,1654809,3,Celia Strang,7
47985,3.56,5446438,64,Christian Ronnbacka,489
47986,4.35,3160081,7,Ken Arkind,23
47987,4.00,4623203,2176,Avril Ashton,14419
47988,3.89,7871262,31,Renard Pasquale,80
47989,3.67,333817,553,David Annandale,5881
47990,4.21,541523,14,Thomas E. Payne,133
47991,3.90,662899,12,Esteban Cabezas,83
47992,3.83,5684225,106,Gilbert L. Morris,5741
47993,4.41,14827760,52,Laura L. Fox,61
47994,3.78,141051,88,Noel B. Gerson,594
47995,3.91,4763509,5,Brian  Armstrong,33
47996,3.96,6430276,70,Terri-Lynne Smiles,213
47997,3.55,4640605,43,David Patrick Kelly,174
47998,4.03,8440277,2897,Rachel E. Carter,32306
47999,4.01,75516,131,Fletcher Knebel,2435
48000,4.23,175786,6,Anthony Pople,26
48001,5.00,15092825,1,Brooke Berg,2
48002,3.86,7383,9583,Melody Carlson,90665
48003,3.67,14200248,3,Paolo Raffelli,9
48004,3.49,5681320,51,Darko Perovic,193
48005,4.13,7360513,7394,Meghan Quinn,38369
48006,4.10,192827,117,Daniele Bolelli,897
48007,3.87,6430275,615,Ana E. Ross,8310
48008,4.54,6644863,22,Hiram Bertoch,41
48009,3.50,8010458,2,Alesha Goble,2
48010,3.50,8010459,2,Karrie Robison,2
48011,3.65,36771,31,Inca Garcilaso de la Vega,488
48012,3.39,3015640,1,Adam Beranek,18
48013,3.97,2824585,6,Christian Beranek,90
48014,4.16,371294,121,Chris Moreno,709
48015,3.81,468800,80,Jay Fotos,680
48016,4.00,120834,8,Janet Allon,84
48017,3.95,4487072,95,Victoria Magazine,886
48018,2.85,2377539,3,James Tayler,99
48019,5.00,16554756,2,"Akunin Boris, Akunin Boris",3
48020,3.50,17019,357,Kevin Guilfoile,2125
48021,3.71,2160039,18,Nicole Gestalt,87
48022,3.55,54495,443,Simon Tolkien,2019
48023,3.75,144700,88,Rick Shelley,2232
48024,3.91,5345352,324,Nicola Doherty,2367
48025,3.90,20519,755,Loree Lough,4540
48026,4.19,130666,177,Robert L. Allen,1574
48027,4.07,1009648,71,Nia Wyn,280
48028,3.72,739003,41,Patrick Barclay,656
48029,3.91,13900,6024,Alexandra Fuller,63115
48030,2.67,15575317,1,Lisette Lecat,3
48031,3.71,631923,184,Abbas Mokhber,1510
48032,4.33,7210878,10,P.C. Neilsen,15
48033,3.64,2763605,5,Mary     Stewart,125
48034,4.03,32660,240,Nigel Tranter,4615
48035,3.91,35565,54,Philip J. Deloria,804
48036,4.05,31010,39,Jay Miller,330
48037,3.83,41517,233,Richard White,2387
48038,4.07,31009,74,Peter Nabokov,733
48039,3.51,726399,145,Nikki Magennis,990
48040,4.00,119696,875,Allan Wolf,3768
48041,3.40,862698,29,Arthur van Schendel,424
48042,3.78,2844924,5,Lori Ann White,41
48043,3.67,5932782,28,Hai Nguyen,225
48044,3.88,272703,197,Mayra Calvani,380
48045,3.93,2924955,3028,Ian Tregillis,23466
48046,3.77,702149,41,Christian Jentzsch,1176
48047,3.59,515971,11,Ellen Hawkes,44
48048,3.70,25172,46,Peter Manso,399
48049,3.50,5894842,1,John M. Stickney,2
48050,3.53,3516267,117,mHmd mndwr,646
48051,3.75,6884374,7,mlk `bd l`zyz,32
48052,3.74,21485,195,Andrew Holmes,2074
48053,3.87,8213,20646,Michael Ledwidge,265919
48054,3.94,87459,315,Daniel Gottlieb,1969
48055,4.25,6454115,4,Debbie  May,8
48056,3.57,2270673,712,Christian Bobin,7282
48057,0.0,16508457,2,dyn khwyny,0
48058,3.52,1115331,222,Jude Mason,1844
48059,3.86,470369,111,Melville Davisson Post,854
48060,3.87,2056014,443,Melanie Nilles,7256
48061,3.89,56957,123,Chap Clark,1442
48062,4.00,7413761,158,Kara E. Powell,1463
48063,3.60,60833,47,Scott Meyer,247
48064,5.00,15341410,1,khyrtn pskhyt,1
48065,4.50,15341411,1,mHmwd slkh,2
48066,4.21,87170,21,Sandra D. Wilson,356
48067,4.32,3919172,8,Ronald E. Eggert,103
48068,4.11,101231,100,Gregory C. Keck,788
48069,4.11,101228,89,Regina M. Kupecky,699
48070,4.10,448535,123,Jim Petersen,1177
48071,3.92,101233,10,Dee Clark,59
48072,3.77,81638,64,James Garbarino,409
48073,3.95,101232,8,Ellen deLara,42
48074,3.89,30469,83,Jerusha Clark,600
48075,4.00,8759864,3,L.S.  Matthews,5
48076,3.66,4543282,349,Kendra Little,5474
48077,3.73,601684,2,Mario Galea,11
48078,3.63,1118696,6,Graeme Kennedy,27
48079,3.38,4849838,3,Judith Sansweet,16
48080,0.0,7323177,7,Alberto Acosta Brito,0
48081,0.0,7323744,6,Sania Cisneros Velazquez,0
48082,4.06,4179775,20,Giuliana Sica,53
48083,4.00,8119593,4,Dallas Seavey,18
48084,3.82,180645,11,James Keller,65
48085,3.97,8119594,19,Hannah Moderow,38
48086,4.15,279598,1031,Bonny Becker,8209
48087,4.05,12260576,45,Noah Klocek,237
48088,3.64,4618498,9,Dominika Ponechalova,61
48089,4.50,197068,62,Emmanuel,892
48090,3.52,263385,3,Sam Curtis,23
48091,4.50,3119201,4,Reathel Bean,10
48092,4.38,16643341,17,Jenni M. Rose,39
48093,4.05,2536983,352,Bruno Tasso,4645
48094,3.40,629583,10,Nick Davis,73
48095,3.74,14771362,4,Hardo Aasmae,43
48096,3.99,7805,1440,H.L. Mencken,32838
48097,4.43,434688,6,Jorg Hilbert,58
48098,4.40,434687,5,Felix Janosa,53
48099,3.92,175864,4,Dale L. Hutchinson,26
48100,3.65,466482,30,Carol Barton,282
48101,3.91,1162098,220,Philippe Coudray,925
48102,3.91,36514,175,Francoise Mouly,1323
48103,3.80,568484,23,Clark Spencer Larsen,333
48104,4.58,899114,33,Nickole Brown,206
48105,4.08,20273,3592,Jodi Thomas,41480
48106,3.21,2977214,538,Skyler White,2340
48107,4.20,759842,3,Jean Lafond,25
48108,3.00,6524126,1,Ryan Keeton,3
48109,4.40,1499424,16,Molly Fisk,57
48110,3.94,1414106,3,Andrew Shenton,18
48111,3.39,158835,377,Sara James,3458
48112,3.88,6452269,950,Eve Rabi,9969
48113,3.50,15723312,2,Saejung,6
48114,3.76,12589,2385,Steven Millhauser,23189
48115,3.86,4191614,46,Kees Mercks,344
48116,4.11,2882897,131,Margarida Vale de Gato,1602
48117,3.96,719507,61,Sami Suomalainen,1100
48118,3.98,4010018,36,Pearson School,197
48119,3.91,217548,28,James Clifford,918
48120,4.01,286352,118,D. Michael Quinn,883
48121,3.34,53895,16,Bertus Aafjes,202
48122,3.69,7411060,5,Almudena Navarro,29
48123,3.46,557802,32,Richard Behrens,103
48124,3.89,6440095,22,Alan  Dale,81
48125,4.11,15516629,244,Isabel Wroth,1896
48126,4.04,4709998,19,Abby Colich,90
48127,3.63,233643,181,Michael Byers,958
48128,3.88,5342625,189,Simon Boulerice,1386
48129,4.11,7134203,59,Anfal Khaliq,349
48130,4.05,7198938,149,Archie Panjabi,475
48131,3.96,8132159,703,Nic Saint,3267
48132,3.73,287178,3,Alexander Poznansky,26
48133,3.64,89024,343,David Boyle,3019
48134,3.69,5806661,18,Farleigh Greyson,219
48135,3.70,1145575,85,Vivienne Goodman,306
48136,4.14,304060,2398,Svetlana Chmakova,31497
48137,3.90,79279,807,Jane Cabrera,5060
48138,3.87,563996,33,Tom Evans,135
48139,3.85,76136,62,Kim Wright Wiley,376
48140,3.00,6851924,1,Sauryaprasaada Suvedai,2
48141,3.58,6611091,32,Kathy Benjamin,247
48142,4.20,2879783,135,Neil Perryman,689
48143,4.24,7232258,108,Sue Perryman,497
48144,4.14,7705164,5,Barbara Ann,7
48145,3.28,4971039,26,Didzis Sedlenieks,150
48146,3.05,374509,48,Caroline Upcher,281
48147,3.86,122426,61,Elizabeth Hallam,533
48148,3.85,2729784,47,Fatima Freire de Andrade,628
48149,3.74,5259792,627,Patricia Mason,6332
48150,3.93,14254802,46,Ashley Sweeney,152
48151,3.00,14164516,1,Louiza Speliotopoulou,5
48152,4.52,14636688,44,Andrei Cioata,256
48153,4.29,7057976,1,pkp`ng cchanwithy,7
48154,3.00,1533009,3,Gary Tippett,4
48155,3.35,1248431,4,Ian Munro,17
48156,3.00,1107693,9,Miller Caldwell,20
48157,4.11,4195404,3,Saifuddin,9
48158,4.11,4195405,3,Imron Rosyadi,9
48159,4.16,4195406,10,Yadi Saeful Hidayat,50
48160,4.11,4195407,3,Umi Keia,9
48161,4.06,4146625,4,Muhammad Ali Qutb,17
48162,3.44,1050482,389,Joydeep Roy-Bhattacharya,1650
48163,3.64,4836886,104,Manuela Faimali,470
48164,3.58,1074408,45,Paul Teague,206
48165,3.48,1371017,16,Craig E. Johnson,181
48166,3.49,349146,26,William A. Alcott,598
48167,3.12,2879692,7,Liisa Huhta,43
48168,3.34,2879693,48,Rosa Merilainen,252
48169,4.00,464336,3,Jesse B. Brown,16
48170,3.29,6420429,1,Kari Kyronseppa,14
48171,3.60,7894101,7,Paul  Jansen,10
48172,4.15,107048,59,David A. Cooper,786
48173,3.78,117582,2758,David Moody,34776
48174,3.80,3055114,399,Timothy W. Long,3881
48175,4.30,1190355,7,J.C. Todd,30
48176,4.33,15099546,55,Rachel Kovaciny,111
48177,4.35,15099547,44,Kathryn McConaughy,94
48178,4.35,15099548,44,Grace Mullins,94
48179,4.35,15099549,44,Ashley Stangl,94
48180,4.09,5303668,151,Michelle Pennington,447
48181,4.27,58892,82,Agha Shahid Ali,1090
48182,4.63,3390605,3,Karlis Strals,27
48183,3.22,464982,4,Edmund Power,32
48184,4.03,2877835,68,Carla Ferraz,802
48185,3.81,3906310,6,Vince Miller,42
48186,2.50,4042176,9,hll lbdy,14
48187,4.61,6908488,28,Selah J. Tay-Song,46
48188,4.13,62478,296,Maurice Blanchot,4519
48189,4.08,289489,611,Vaikom Muhammad Basheer,20977
48190,3.89,1378891,25,Frank Cirocco,157
48191,3.97,154353,580,Kathleen Bacus,7777
48192,4.53,3092539,19,Theodore H. Nelson,78
48193,3.81,1641167,1,Fabrizio Didonna,16
48194,3.49,201246,9,Ann Scott,170
48195,4.86,7979187,52,Sally Cronin,59
48196,3.90,14211097,15,Pamela    Johnson,41
48197,3.71,354674,95,Helen Naylor,498
48198,3.72,181357,2187,Stef Penney,13172
48199,3.60,4132669,93,Carlos Velazquez,521
48200,4.23,375060,200,Robert O'Keefe,10668
48201,4.17,7339206,303,Sigal Adler,3066
48202,4.16,7416945,145,Abira Das,1205
48203,4.13,7340922,201,Rivka Strauss,2236
48204,3.83,64273,9,Anthony J. Hassall,101
48205,3.68,4325630,31,Wang Dulu,73
48206,4.25,4325631,4,Solange Cruveille,16
48207,3.74,250378,553,Carlos Maria Dominguez,3128
48208,3.86,3178261,30,Maris Simansons,496
48209,3.67,3179806,3,Karloss Marija Domingess,33
48210,3.76,3179807,5,Guna Pigita,46
48211,3.73,3179808,3,Antra Lezdina,48
48212,5.00,9864701,1,Jillain McKay,3
48213,3.90,199327,34,Rachel Baker,233
48214,3.88,4039742,165,Rochita Loenen-Ruiz,775
48215,3.91,3072055,297,Joyce Chng,871
48216,3.95,4310726,101,Marian Truta,628
48217,3.42,4613211,12,Ricardo Loureiro,53
48218,3.38,5778540,32,Roberto Mendes,107
48219,3.31,6592062,3,Rafael Mendes,13
48220,3.05,1338058,57,Caja Cazemier,788
48221,3.61,4607966,49,Martine Letterie,294
48222,4.21,221319,197,Lee Carroll,3239
48223,4.00,102355,419,Yoko Kawashima Watkins,3102
48224,3.25,128494,4,Roger Englander,8
48225,3.66,18684,5416,Donna Jo Napoli,49822
48226,3.23,128495,92,Laurie Fox,695
48227,3.93,1387437,8,Ray Slater,42
48228,3.79,53794,325,Anne Hathaway,1016
48229,4.19,3136353,5,Taufiq Rafat,36
48230,3.60,7069867,10,Aaron Gillespie,99
48231,4.15,234378,61,Joyce Chin,1408
48232,3.00,14300275,2,Cedric Poulat,3
48233,3.81,12133613,32,Juanan Ramirez,155
48234,3.67,30812,224,Debra Mullins,2477
48235,4.50,16420026,3,Freddy Piedrahita,6
48236,3.39,192891,407,Taslima Nasrin,5196
48237,4.00,1231239,1,Philippe Benoit,8
48238,4.00,8156890,1,Micha Ackerman,1
48239,4.25,5255042,1,Gayane Muradyan,4
48240,4.25,5255043,1,Veronica Kravchenko,4
48241,4.25,5255044,1,S. Lugovskoy,4
48242,4.38,16051313,7,Beverly     Butler,13
48243,4.38,4965177,7,Sue Warhaftig,13
48244,4.21,8203747,34,J.L. Weaver,95
48245,4.02,8176758,123,Briana Pacheco,356
48246,4.00,5150066,9,Witold Beres,208
48247,4.09,3485691,9,Krzysztof Burnetko,207
48248,4.00,14234013,3,Anna Moczulska,57
48249,4.17,6557066,506,Tracy Ellen,3289
48250,3.62,1023535,1129,Rafa Sandoval,10730
48251,3.68,2944493,516,David Baldeon,7404
48252,3.67,7028010,18,Pauline Toohey,43
48253,3.75,39237,2351,Jamaica Kincaid,26305
48254,4.16,21135,3528,Anne Morrow Lindbergh,37726
48255,3.66,7215373,220,Rebecca Crowley,676
48256,4.17,5831763,256,Ibn Arabi,2387
48257,3.41,15572505,10,mHy ldyn bn l`rby,39
48258,4.00,15416372,1,`Tf wfdy,1
48259,3.88,1332517,17,Dan Kois,77
48260,4.06,519982,11,Jacqueline Fee,208
48261,3.36,1522053,37,Arham Kendari,169
48262,3.99,221556,2425,Jackie French,23688
48263,3.50,508983,276,Barbara Sheridan,1885
48264,3.51,1374147,123,Anne Cain,1661
48265,3.71,6857154,513,Morgan Parker,1581
48266,5.00,1272203,1,Michael Gascoigne,1
48267,4.18,4496221,126,Denise Bottmann,1387
48268,3.36,975174,3,Carol Sturm Smith,11
48269,3.94,462226,12,Richard Carr,51
48270,3.70,13241,298,Helga Schneider,1967
48271,5.00,4082915,1,Spring Carrion,1
48272,4.00,15259399,1,J. P. Matteis,1
48273,3.61,16051,144,James Craig,1729
48274,3.63,243591,145,Astrid Cooper,942
48275,3.72,5357535,22,Brent Boswell,67
48276,3.53,329919,155,Will Davis,1075
48277,0.0,16045467,2,Franciscus Junius the younger,0
48278,3.88,2743905,757,'Hmd 'myn,4413
48279,4.05,689045,95,Jorn Riel,932
48280,4.08,7776610,3,Livia Selene Convertini,12
48281,3.51,114163,518,Alix Ohlin,4075
48282,3.49,443806,3,Nicholas Falletta,57
48283,3.83,77587,174,Robin I.M. Dunbar,1494
48284,3.25,388828,1,Frank Hilton,12
48285,4.14,13506103,286,D.L. Orton,474
48286,4.09,13818723,144,Micah McDonald,263
48287,3.58,76328,461,Christina Stead,3891
48288,4.07,6518131,113,Tmonique Stephens,296
48289,3.72,14025480,9,Abigail Buckley,61
48290,4.25,1262895,26,Iesha Brown,130
48291,4.22,3335401,237,Kou Yaginuma,3577
48292,4.45,1280462,23,Scott Owens,80
48293,3.38,4220775,13,Sarah Huck,58
48294,3.34,4220776,9,Jaimee Young,29
48295,4.01,4167562,50,Tara Donne,821
48296,4.37,7707683,6,Shelley D Terrell,38
48297,3.73,13544934,344,Ellie Valentina,2614
48298,3.80,8266080,355,Bonnie Burrows,3380
48299,3.63,7831441,320,Jasmine White,2986
48300,3.60,6031325,398,J.J. Jones,4118
48301,3.65,8331164,324,Jade White,2983
48302,4.14,7370743,16,Stephanie  Wilson,107
48303,3.58,428125,3,Alejandro Garcia,33
48304,4.22,19753,2026,Og Mandino,60178
48305,3.92,3079331,38,Benjamin E. Mercado,334
48306,4.17,6020723,62,Linda Heavner Gerald,87
48307,3.76,7013623,6,Dem Mikhailov,385
48308,4.05,17061718,259,Susi Hawke,3301
48309,3.99,7273922,1329,Mira Jacob,9300
48310,3.89,10432603,4,Beleites Edith,9
48311,3.67,704356,12,Nandor Fodor,73
48312,3.74,4357813,346,Chris C. Mooney,2983
48313,3.48,2568246,236,Sheril Kirshenbaum,1363
48314,4.18,297531,11,John  McDonald,170
48315,3.53,333550,125,Roger McDonald,687
48316,4.21,3098663,5,Bob Perks,19
48317,3.91,45176,208,John McCarthy,1620
48318,3.63,4601475,958,Anna North,5616
48319,3.68,7538520,394,Sean   Michaels,2695
48320,3.48,75260,17,Helen Reynolds,63
48321,3.87,7115158,6722,B.J. Novak,48432
48322,3.52,4386668,22,David Batra,264
48323,4.15,342377,9,Betsy Brevitz,61
48324,4.17,57189,1542,Dylan Thomas,32000
48325,3.91,7013839,128,Kim Yale,1379
48326,4.05,6851819,11,Geoff Isherwood,65
48327,4.08,6550220,6031,Anna Zaires,67625
48328,3.21,195370,3,Serge Rezvani,29
48329,3.94,97579,135,Alfred Adler,2402
48330,3.63,4133921,306,Rebecca Rogers Maher,630
48331,3.52,5367480,10,syn zr`y,48
48332,3.54,130175,44,Bent Haller,952
48333,3.44,4585257,47,Massimo Gardella,270
48334,4.18,184095,36,Lesley Bremness,622
48335,3.40,204863,261,Julia Bell,2483
48336,3.72,7906055,37,Selena Cooper,254
48337,3.60,1780666,2,Oliver B. Patton,5
48338,3.10,541817,3,Thomas R. DeMark,51
48339,3.98,312421,39,Ray Levy,203
48340,3.95,582359,3,Tyler Norris Goode,20
48341,3.49,142912,71,Peggy Caravantes,205
48342,3.66,7536,2581,Sid Fleischman,29775
48343,3.94,122478,5,Karel C. Berkhoff,35
48344,3.00,6527040,2,Matteo Balocco,3
48345,3.60,113410,493,Kate Donovan,2048
48346,3.95,207311,103,Vachel Lindsay,1104
48347,3.57,1708724,1,Alberto Gomez Font,23
48348,4.31,4727825,5,Jorge de Buen Unna,48
48349,3.69,199734,1,Martin Fernandez,29
48350,3.70,14684346,1,Xose Maria Castro Roig,20
48351,4.09,2824434,76,Chad Huskins,471
48352,3.54,6151712,58,Kayley Scott,404
48353,3.73,2887493,5,Davis W. Edwards,52
48354,3.35,2686016,65,Maura Anderson,463
48355,5.00,16182939,1,Salome Mutter,1
48356,4.44,5137728,12,Ann I. Goldfarb,32
48357,3.99,41201,32,Tony Martin,307
48358,3.91,1203798,6,Anthony Martin,23
48359,3.79,5509768,30,Geoffrey P. Faux,180
48360,3.00,8331995,3,Brie Kraus,13
48361,3.65,72703,914,Samuel Butler,13326
48362,3.29,5874460,2,Ing Fabian Gutierrez,7
48363,4.61,6938489,25,R.J. Simpkin,87
48364,3.94,5999,48,Scott Speck,533
48365,4.02,3853840,7,Evelyn Cisneros,64
48366,3.83,2543279,79,Anthony Accardo,1478
48367,3.74,1330670,211,Yildray Cinar,1156
48368,3.74,79751,989,Francis Portela,10737
48369,3.92,5984,93,Alexandra Moss,1183
48370,4.25,7043502,3,wiinaa khiwngaamphring,8
48371,3.99,6567915,4863,Pamela Ann,69037
48372,3.00,5328292,3,smH ljbs,11
48373,5.00,14559983,1,Saurabh Singal,1
48374,5.00,15032661,1,Gitika Agarwal,1
48375,4.50,15721122,1,Joshua Nite,2
48376,4.50,14209074,1,Doug Kallberg,2
48377,3.84,5195211,234,Ann Everett,1054
48378,3.81,14589884,3748,Eric    Weiner,28935
48379,3.53,256885,29,Jonathan Goodman,220
48380,4.02,446038,16,Robert Hull,63
48381,3.78,7437759,6,Institute of Electrical and Electronics Engineers,166
48382,4.67,14929657,2,J.M. Nash,3
48383,3.44,9094,6,Ritchie Yorke,113
48384,3.34,1165864,207,Kenneth M. Cameron,1180
48385,3.79,137884,112,Janie Bolitho,1590
48386,3.75,11667317,24,Roxy Jewell,63
48387,4.13,30807,1075,Walter Cronkite,10124
48388,3.80,14550884,24,L.M. Merrington,45
48389,3.83,22061,93,Frank Berrios,1185
48390,4.07,281641,178,Bill Robinson,1763
48391,3.68,8289561,353,Jennifer   Murphy,2405
48392,3.92,4111813,3,James Gallego,24
48393,3.82,4982413,841,Sarah M. Anderson,3496
48394,3.67,14358410,271,Lilliam Rivera,856
48395,3.88,140934,98,Fred Waitzkin,1084
48396,3.60,4607625,2,Judith Ivy,5
48397,3.91,599923,298,Boyd Gaines,3581
48398,4.09,641791,63,Justin Long,1845
48399,4.09,2930846,61,Oliver Platt,1835
48400,3.88,63433,210,Robert S. Kaplan,6571
48401,3.68,85595,187,Gregg Loomis,3047
48402,3.65,117603,111,Henry Denker,1068
48403,3.43,5760119,4,S.P.Osborne,23
48404,3.50,5760120,5,Pirkka Harvala,30
48405,4.00,15974975,1,N.L. Rees,1
48406,3.48,4040279,385,Saadi Youssef,1450
48407,4.18,14637960,9,Stuart R Brogan,17
48408,3.83,26924,93,Frances Hesselbein,972
48409,4.00,7302262,3,LolaAnn,4
48410,4.29,6475012,1,Birgitta Hoffmann,7
48411,4.28,2830569,1664,Karuho Shiina,87569
48412,3.11,7058283,9,Iain Clements,38
48413,3.88,6583619,2,Mirna Fumic Straka,42
48414,3.97,725997,24,Dino Don Lessem,234
48415,3.89,7163426,93,Kathy Bryson,183
48416,3.00,1637521,1,Irena Madjar,1
48417,4.12,7532,852,Jay Parini,10903
48418,3.95,40880,286,Alexandra Stoddard,3485
48419,4.01,402425,243,Steven Gary Blank,14478
48420,4.15,4770781,82,Bob Dorf,5240
48421,3.00,17183317,1,Krystol Diggs,2
48422,3.77,292328,6,Tankred Dorst,53
48423,4.15,147891,3408,Cal Newport,34710
48424,4.03,36378,5295,Amin Maalouf,57425
48425,4.13,5183467,35,Sevim Rasa,665
48426,3.94,1206979,1462,Lex Thomas,10315
48427,3.86,558751,32,Jay Earley,356
48428,3.63,2768449,736,Aaron M. Patterson,8974
48429,3.57,5212370,465,Chris  White,6120
48430,3.74,6431698,32,Molly Kate Gray,100
48431,4.19,6431699,197,E.G. Foley,2329
48432,4.11,6431700,84,Nora Snowdon,441
48433,3.77,6431701,504,Beth Yarnall,1475
48434,4.04,7551,33,Phyllis Green,160
48435,4.17,4463269,294,Mychea,3279
48436,3.96,6535566,14,Michael  Curtis,27
48437,3.86,4792265,46,Paola Mazzarelli,304
48438,3.80,5502060,56,Patrick Mc Spare,213
48439,3.93,4583569,151,Olivier Peru,1041
48440,3.95,513015,340,Cynthia Cooke,1696
48441,3.79,4438499,165,T.C. Archer,369
48442,3.91,392506,75,Steve Taylor,852
48443,4.31,123576,1854,Paul David Tripp,19776
48444,4.07,952101,11,Gunter Eich,92
48445,3.64,722886,69,Helen Tse,371
48446,3.95,7252064,3,Lisa Tse,22
48447,3.90,67444,3,Mark Dugan,10
48448,3.54,2867695,77,Matthew Latimer,338
48449,3.79,2884859,29,Grzegorz Komerski,393
48450,3.71,6192120,369,Kate McKinley,1520
48451,4.67,5076946,1,Matthew T. Galik,3
48452,3.78,332185,50,David Morehouse,434
48453,4.13,137261,3942,Barbara W. Tuchman,81184
48454,4.06,40882,7159,Robert K. Massie,151090
48455,4.06,8056057,30,Vlado Galis,63
48456,4.54,8383493,6,Hannah Black,54
48457,3.83,3420948,365,Susan Sey,4417
48458,3.64,332895,88,Joan Lennon,516
48459,4.24,496659,12,Meir Kahane,244
48460,4.23,5043259,54,Domenico Italo Composto-Hart,182
48461,3.89,8057745,381,S.L. Huang,1848
48462,3.89,13921705,21,Kurt Hunt,38
48463,3.84,9860563,19,George Nikolopoulos,63
